979,Misti,Livard,4
980,Leanor,Gavagan,5
981,Osbourne,Sperski,1
982,Elli,Reisen,6
983,Dewey,Lamplough,6
984,Ignatius,Caser,7
985,Elizabeth,Sonley,8
986,Joyous,Eyam,2
987,Marijn,Duchant,6
988,Scarface,Guerola,7
989,Barbabra,Romero,4
990,Smith,Senior,5
991,Auberta,Tuddenham,1
992,Nedi,Cerie,1
993,Cirilo,Van de Castele,7
994,Dewie,Cruddace,5
995,Aura,Corryer,6
996,Padraic,Leatherbarrow,4
997,Codee,Luther,6
998,Ketty,Orans,8
999,Wilhelm,Limeburn,8
1000,Tiffie,Louys,4
